region,point,lower,upper,mid_lower,mid_upper,central_lower,central_upper,metric,Expected change in daily cases
Londrina,248,14,664,113,292,147,208,New confirmed cases by infection date,Likely increasing
Palmas,233,0,1608,0,234,9,85,New confirmed cases by infection date,Unsure
Belo Horizonte,229,19,583,98,266,138,198,New confirmed cases by infection date,Likely decreasing
Florianópolis,202,0,795,50,226,108,167,New confirmed cases by infection date,Unsure
Nerópolis,199,0,542,71,222,117,172,New confirmed cases by infection date,Increasing
Bauru,186,5,730,32,204,61,118,New confirmed cases by infection date,Unsure
Boa Vista,169,15,327,97,204,137,177,New confirmed cases by infection date,Likely decreasing
São José do Rio Preto,164,98,238,137,185,156,173,New confirmed cases by infection date,Likely decreasing
Ribeirão Preto,162,71,271,119,185,145,167,New confirmed cases by infection date,Unsure
Guaíba,161,1,8566,1,161,4,34,New confirmed cases by infection date,Increasing
São José dos Campos,156,75,256,119,181,135,157,New confirmed cases by infection date,Unsure
Conceição do Araguaia,144,0,475,15,155,72,121,New confirmed cases by infection date,Increasing
Montes Claros,143,22,306,81,165,105,135,New confirmed cases by infection date,Likely increasing
Patrocínio,135,0,11350,0,135,0,13,New confirmed cases by infection date,Unsure
Guareí,134,0,397,32,151,61,99,New confirmed cases by infection date,Increasing
Nova Crixás,134,0,56692,0,134,0,17,New confirmed cases by infection date,Increasing
Araguaína,130,0,289,64,159,76,109,New confirmed cases by infection date,Unsure
Itajaí,124,0,628,2,125,38,78,New confirmed cases by infection date,Unsure
Sorocaba,124,0,572,0,124,24,68,New confirmed cases by infection date,Unsure
Monsenhor Tabosa,123,11,248,75,156,82,111,New confirmed cases by infection date,Increasing
Bragança Paulista,121,0,3382,0,122,0,23,New confirmed cases by infection date,Unsure
Gravataí,119,47,214,85,141,102,122,New confirmed cases by infection date,Increasing
Canoas,118,21,213,75,139,101,125,New confirmed cases by infection date,Likely increasing
Santa Luzia do Pará,118,0,4901,0,118,0,19,New confirmed cases by infection date,Likely increasing
Governador Valadares,114,0,1988,0,114,0,25,New confirmed cases by infection date,Unsure
Uberaba,112,2,360,39,126,70,98,New confirmed cases by infection date,Likely increasing
Santa Maria,111,3,351,48,124,65,92,New confirmed cases by infection date,Increasing
Caxias do Sul,110,0,478,64,127,78,95,New confirmed cases by infection date,Likely increasing
Chapadão do Céu,110,0,992,0,110,0,24,New confirmed cases by infection date,Likely increasing
Recife,109,5,263,34,122,59,92,New confirmed cases by infection date,Unsure
Rio Verde,109,14,256,60,127,78,100,New confirmed cases by infection date,Likely increasing
Pelotas,107,22,205,61,122,88,110,New confirmed cases by infection date,Likely increasing
Campinas,106,6,203,42,123,86,116,New confirmed cases by infection date,Decreasing
Lauro de Freitas,106,0,3367,0,106,0,21,New confirmed cases by infection date,Unsure
Foz do Iguaçu,104,26,212,59,124,73,95,New confirmed cases by infection date,Likely increasing
Limeira,103,11,235,56,121,74,96,New confirmed cases by infection date,Unsure
Vitória da Conquista,101,18,269,58,119,77,98,New confirmed cases by infection date,Unsure
São Luís,100,10,230,52,119,63,86,New confirmed cases by infection date,Unsure
Itabuna,99,0,428,0,99,20,54,New confirmed cases by infection date,Unsure
Ibirubá,98,2,232,47,130,64,94,New confirmed cases by infection date,Increasing
Franca,93,1,320,29,103,42,67,New confirmed cases by infection date,Likely increasing
Maringá,92,42,157,67,106,85,99,New confirmed cases by infection date,Likely increasing
Goianésia,90,8,302,30,99,54,75,New confirmed cases by infection date,Increasing
Maceió,90,45,161,66,99,79,91,New confirmed cases by infection date,Likely decreasing
São Bernardo do Campo,90,0,320,4,93,6,36,New confirmed cases by infection date,Likely decreasing
Crateús,88,30,192,52,99,68,84,New confirmed cases by infection date,Likely increasing
Teresópolis,87,5,205,45,109,56,78,New confirmed cases by infection date,Unsure
Belém,85,24,175,51,100,60,77,New confirmed cases by infection date,Unsure
Eldorado do Sul,85,0,1755,0,85,0,16,New confirmed cases by infection date,Likely increasing
Formosa,84,0,2252,0,84,0,16,New confirmed cases by infection date,Unsure
Feira de Santana,83,0,314,7,87,21,48,New confirmed cases by infection date,Unsure
Guarujá,82,36,150,57,93,67,79,New confirmed cases by infection date,Unsure
Porto Velho,82,46,129,65,94,74,84,New confirmed cases by infection date,Decreasing
Rio Grande,82,0,269,30,93,42,64,New confirmed cases by infection date,Unsure
Teixeira de Freitas,81,0,535,2,82,16,40,New confirmed cases by infection date,Likely increasing
Andradina,79,0,912,5,81,6,27,New confirmed cases by infection date,Increasing
Marabá,78,0,272,26,92,35,58,New confirmed cases by infection date,Likely increasing
Contagem,77,0,665,0,77,0,16,New confirmed cases by infection date,Unsure
Passagem Franca,77,0,2722,0,77,1,13,New confirmed cases by infection date,Increasing
Varre-Sai,77,0,286,0,77,24,50,New confirmed cases by infection date,Likely increasing
Ipueiras,76,9,204,26,86,54,76,New confirmed cases by infection date,Increasing
Parintins,75,0,1025,0,75,10,32,New confirmed cases by infection date,Likely increasing
Blumenau,74,30,131,53,89,55,68,New confirmed cases by infection date,Likely decreasing
Santana,74,3,265,27,86,42,62,New confirmed cases by infection date,Likely increasing
Betim,72,0,198,30,82,47,65,New confirmed cases by infection date,Unsure
João Pessoa,72,9,147,40,90,43,61,New confirmed cases by infection date,Likely decreasing
Guarulhos,69,40,108,57,81,63,72,New confirmed cases by infection date,Decreasing
Osório,69,21,138,40,79,57,70,New confirmed cases by infection date,Increasing
Itaituba,68,0,202,18,78,35,55,New confirmed cases by infection date,Unsure
Salgueiro,68,6,135,36,82,38,55,New confirmed cases by infection date,Likely increasing
Taubaté,68,30,109,50,76,58,67,New confirmed cases by infection date,Likely increasing
Vila Velha,68,0,154,30,81,49,68,New confirmed cases by infection date,Unsure
Santo André,67,33,103,55,77,59,67,New confirmed cases by infection date,Likely decreasing
Farroupilha,65,8,142,35,78,45,61,New confirmed cases by infection date,Increasing
Piracicaba,65,35,103,51,72,56,64,New confirmed cases by infection date,Likely decreasing
Campos dos Goytacazes,64,15,133,36,75,44,58,New confirmed cases by infection date,Unsure
Ponta Grossa,64,25,106,45,73,52,62,New confirmed cases by infection date,Likely increasing
Serra,63,26,125,37,71,47,59,New confirmed cases by infection date,Likely decreasing
Luziânia,61,7,131,40,74,50,62,New confirmed cases by infection date,Unsure
Barra Mansa,60,0,191,22,68,29,45,New confirmed cases by infection date,Likely increasing
Viamão,60,1,486,6,62,11,29,New confirmed cases by infection date,Increasing
Brejo Grande do Araguaia,59,0,237,10,64,19,37,New confirmed cases by infection date,Increasing
Oriximiná,59,0,342,9,65,17,35,New confirmed cases by infection date,Likely increasing
Mauá,57,22,109,41,67,46,55,New confirmed cases by infection date,Unsure
Capivari,56,0,136,16,68,33,53,New confirmed cases by infection date,Likely increasing
Imperatriz,56,30,81,42,61,51,58,New confirmed cases by infection date,Increasing
Santa Helena de Goiás,56,2,198,18,64,27,43,New confirmed cases by infection date,Likely increasing
São Leopoldo,56,0,177,18,69,27,45,New confirmed cases by infection date,Unsure
Valparaíso de Goiás,55,24,101,39,63,50,58,New confirmed cases by infection date,Unsure
Caruaru,54,15,93,38,65,46,56,New confirmed cases by infection date,Likely decreasing
Criciúma,54,10,96,38,66,48,57,New confirmed cases by infection date,Likely decreasing
Dourados,54,23,86,40,62,48,56,New confirmed cases by infection date,Likely increasing
Fortaleza,54,25,91,40,65,48,57,New confirmed cases by infection date,Decreasing
Itumbiara,54,25,98,39,63,46,55,New confirmed cases by infection date,Increasing
Santos,54,9,96,36,67,40,52,New confirmed cases by infection date,Likely decreasing
Natal,52,0,214,0,52,0,19,New confirmed cases by infection date,Likely decreasing
Cariacica,50,0,134,22,62,26,41,New confirmed cases by infection date,Unsure
Toledo,50,10,129,28,57,37,47,New confirmed cases by infection date,Likely increasing
Corumbá,49,11,93,30,57,36,45,New confirmed cases by infection date,Unsure
Itapira,49,0,104,28,62,37,49,New confirmed cases by infection date,Likely increasing
Nova Iguaçu,49,0,152,13,56,27,41,New confirmed cases by infection date,Unsure
Pão de Açúcar,49,0,176,0,49,21,38,New confirmed cases by infection date,Likely increasing
Vitória,49,7,100,28,60,38,50,New confirmed cases by infection date,Likely decreasing
Araras,48,20,85,34,55,36,44,New confirmed cases by infection date,Unsure
Novo Horizonte,48,24,84,35,55,44,51,New confirmed cases by infection date,Increasing
Passo Fundo,48,9,87,33,58,40,49,New confirmed cases by infection date,Unsure
Araraquara,46,27,71,35,51,42,48,New confirmed cases by infection date,Unsure
Envira,46,16,87,26,51,33,43,New confirmed cases by infection date,Increasing
Novo Hamburgo,46,0,96,28,58,37,47,New confirmed cases by infection date,Unsure
Bom Jesus de Goiás,45,7,106,23,52,35,45,New confirmed cases by infection date,Increasing
Nova Serrana,45,0,533,4,48,7,20,New confirmed cases by infection date,Increasing
Sete Lagoas,45,0,262,2,46,16,30,New confirmed cases by infection date,Unsure
Cachoeirinha,44,15,91,27,51,33,41,New confirmed cases by infection date,Likely increasing
São José dos Pinhais,44,10,87,28,50,33,40,New confirmed cases by infection date,Unsure
Americana,43,23,73,31,48,38,44,New confirmed cases by infection date,Likely decreasing
Duque de Caxias,43,10,90,28,53,34,43,New confirmed cases by infection date,Likely decreasing
Juiz de Fora,43,0,108,21,50,31,41,New confirmed cases by infection date,Unsure
Magé,43,0,109,14,51,25,38,New confirmed cases by infection date,Likely increasing
Marechal Cândido Rondon,43,0,518,3,45,4,17,New confirmed cases by infection date,Increasing
Castanhal,42,0,97,22,53,24,35,New confirmed cases by infection date,Increasing
Chapecó,42,0,99,19,52,30,41,New confirmed cases by infection date,Unsure
Mococa,42,11,85,26,50,33,41,New confirmed cases by infection date,Increasing
Sapiranga,42,0,198,10,45,15,28,New confirmed cases by infection date,Likely increasing
Cruz Alta,41,16,72,30,50,36,43,New confirmed cases by infection date,Increasing
Mineiros,41,0,491,0,41,0,8,New confirmed cases by infection date,Unsure
Santana do Araguaia,41,8,84,24,48,29,37,New confirmed cases by infection date,Increasing
Cambé,40,4,96,19,46,29,38,New confirmed cases by infection date,Likely increasing
Marília,40,21,61,32,45,34,39,New confirmed cases by infection date,Likely increasing
Osasco,40,5,74,27,54,31,41,New confirmed cases by infection date,Decreasing
Praia Grande,40,5,74,27,49,37,45,New confirmed cases by infection date,Likely decreasing
Três Lagoas,40,9,89,25,47,32,40,New confirmed cases by infection date,Likely increasing
Barueri,39,0,88,15,50,22,35,New confirmed cases by infection date,Likely decreasing
Caldas Novas,39,11,68,27,48,31,38,New confirmed cases by infection date,Increasing
Colinas do Tocantins,39,0,139,14,45,21,31,New confirmed cases by infection date,Unsure
Esteio,39,0,105,20,45,27,36,New confirmed cases by infection date,Likely increasing
Ilhéus,39,0,101,13,46,26,37,New confirmed cases by infection date,Unsure
Mogi das Cruzes,39,11,70,26,48,32,40,New confirmed cases by infection date,Likely decreasing
Paraíso do Tocantins,39,0,233,0,39,1,12,New confirmed cases by infection date,Unsure
Tubarão,39,17,71,27,45,31,37,New confirmed cases by infection date,Likely decreasing
Angra dos Reis,38,0,187,10,45,17,28,New confirmed cases by infection date,Unsure
Aracruz,38,7,82,24,45,29,36,New confirmed cases by infection date,Unsure
Campo Belo,38,0,87,18,47,28,38,New confirmed cases by infection date,Increasing
Colombo,38,15,68,28,44,34,39,New confirmed cases by infection date,Unsure
Minaçu,38,0,342,0,38,0,10,New confirmed cases by infection date,Likely increasing
Araguari,37,6,100,19,41,24,31,New confirmed cases by infection date,Likely increasing
Barreiras,37,16,65,27,44,32,38,New confirmed cases by infection date,Likely decreasing
Carapicuíba,37,7,61,27,44,34,40,New confirmed cases by infection date,Likely decreasing
Icó,37,15,69,25,43,33,39,New confirmed cases by infection date,Increasing
Irecê,37,16,63,27,43,29,35,New confirmed cases by infection date,Likely increasing
Ji-Paraná,37,16,58,28,43,32,37,New confirmed cases by infection date,Unsure
Mariana,37,0,168,3,39,9,21,New confirmed cases by infection date,Likely increasing
Presidente Prudente,37,12,67,25,43,32,39,New confirmed cases by infection date,Unsure
Aracaju,36,13,65,27,44,28,34,New confirmed cases by infection date,Decreasing
Volta Redonda,36,0,109,6,39,14,26,New confirmed cases by infection date,Unsure
Crato,35,0,92,0,36,18,31,New confirmed cases by infection date,Likely decreasing
Petrolina,35,1,77,14,44,19,30,New confirmed cases by infection date,Likely decreasing
Águas Lindas de Goiás,35,2,87,17,39,25,32,New confirmed cases by infection date,Unsure
Ipatinga,34,4,70,18,40,25,32,New confirmed cases by infection date,Unsure
Paranaguá,34,6,70,21,40,25,32,New confirmed cases by infection date,Unsure
Ananindeua,33,9,62,21,39,27,33,New confirmed cases by infection date,Unsure
Barretos,33,17,54,25,37,28,32,New confirmed cases by infection date,Unsure
Ferraz de Vasconcelos,33,16,52,24,36,28,33,New confirmed cases by infection date,Unsure
Iguatu,33,3,82,18,38,29,36,New confirmed cases by infection date,Unsure
Itatiba,33,0,314,0,34,0,7,New confirmed cases by infection date,Unsure
Macapá,33,7,60,21,43,25,33,New confirmed cases by infection date,Likely decreasing
Machadinho D'Oeste,33,0,66,19,40,20,28,New confirmed cases by infection date,Likely increasing
Palhoça,33,11,60,24,41,28,34,New confirmed cases by infection date,Likely decreasing
Santa Bárbara d'Oeste,33,18,49,28,38,30,34,New confirmed cases by infection date,Decreasing
Santo Antônio do Jacinto,33,0,112,5,38,19,31,New confirmed cases by infection date,Likely increasing
Tarauacá,33,6,69,19,40,23,30,New confirmed cases by infection date,Likely increasing
Telêmaco Borba,33,10,57,22,38,30,36,New confirmed cases by infection date,Unsure
Votuporanga,33,17,53,25,38,29,34,New confirmed cases by infection date,Likely decreasing
Brusque,32,2,63,18,42,18,26,New confirmed cases by infection date,Likely decreasing
Diadema,32,0,62,17,43,27,37,New confirmed cases by infection date,Likely decreasing
Eirunepé,32,0,91,9,37,16,26,New confirmed cases by infection date,Likely increasing
Monção,32,2,68,18,40,29,37,New confirmed cases by infection date,Increasing
Paracatu,32,2,112,11,36,18,26,New confirmed cases by infection date,Likely increasing
Araucária,31,4,58,20,40,26,33,New confirmed cases by infection date,Unsure
Itaporanga,31,0,82,10,36,21,30,New confirmed cases by infection date,Likely increasing
Jataí,31,11,60,19,36,23,29,New confirmed cases by infection date,Unsure
Jundiaí,31,11,51,23,36,26,30,New confirmed cases by infection date,Decreasing
Macaé,31,6,66,17,36,22,28,New confirmed cases by infection date,Unsure
Sertãozinho,31,7,56,22,39,24,30,New confirmed cases by infection date,Unsure
Ariquemes,30,10,53,22,36,25,30,New confirmed cases by infection date,Likely decreasing
Cascavel,30,5,73,15,35,22,28,New confirmed cases by infection date,Unsure
Itabirito,30,3,67,15,34,22,29,New confirmed cases by infection date,Unsure
Maués,30,3,68,16,35,22,29,New confirmed cases by infection date,Likely increasing
Pirapozinho,30,0,59,16,37,23,31,New confirmed cases by infection date,Likely increasing
Santo Ângelo,30,0,734,0,30,0,6,New confirmed cases by infection date,Unsure
Arapiraca,29,0,98,0,29,0,10,New confirmed cases by infection date,Decreasing
Araxá,29,0,74,15,32,18,24,New confirmed cases by infection date,Likely increasing
Cachoeiro de Itapemirim,29,0,58,13,35,25,32,New confirmed cases by infection date,Likely decreasing
Capão do Leão,29,0,424,2,31,2,11,New confirmed cases by infection date,Increasing
Ererê,29,0,594,0,29,0,6,New confirmed cases by infection date,Likely increasing
Garanhuns,29,15,46,21,32,24,28,New confirmed cases by infection date,Likely increasing
Jaraguá do Sul,29,7,56,18,33,25,30,New confirmed cases by infection date,Unsure
Pouso Alegre,29,0,74,16,35,21,28,New confirmed cases by infection date,Unsure
Rolândia,29,9,57,20,36,22,28,New confirmed cases by infection date,Likely increasing
São Bento,29,18,42,24,32,26,29,New confirmed cases by infection date,Unsure
Trindade,29,12,51,20,34,26,30,New confirmed cases by infection date,Likely increasing
Bento Gonçalves,28,3,71,13,32,19,25,New confirmed cases by infection date,Unsure
Jaú,28,8,61,16,31,22,27,New confirmed cases by infection date,Unsure
Paulo Afonso,28,0,79,8,31,17,25,New confirmed cases by infection date,Likely increasing
Poços de Caldas,28,10,49,20,33,24,29,New confirmed cases by infection date,Increasing
Sumaré,28,1,56,11,34,16,24,New confirmed cases by infection date,Likely decreasing
Timon,28,0,61,13,33,18,25,New confirmed cases by infection date,Unsure
Ubá,28,0,96,11,33,15,22,New confirmed cases by infection date,Unsure
Alvorada,27,9,49,19,31,23,28,New confirmed cases by infection date,Likely increasing
Amapá,27,1,75,9,29,12,19,New confirmed cases by infection date,Increasing
Bebedouro,27,0,124,4,29,8,16,New confirmed cases by infection date,Unsure
Brumado,27,11,45,21,31,22,25,New confirmed cases by infection date,Likely increasing
Imbituba,27,1,53,13,32,19,26,New confirmed cases by infection date,Likely increasing
Lajeado,27,11,47,20,33,23,28,New confirmed cases by infection date,Unsure
São Vicente,27,13,40,22,31,25,28,New confirmed cases by infection date,Likely decreasing
Tatuí,27,1,59,13,32,16,23,New confirmed cases by infection date,Unsure
Floriano,26,0,88,4,29,11,19,New confirmed cases by infection date,Unsure
Hortolândia,26,0,73,0,26,9,19,New confirmed cases by infection date,Decreasing
Itaúna,26,11,50,18,31,21,25,New confirmed cases by infection date,Increasing
Nova Friburgo,26,2,60,14,33,20,26,New confirmed cases by infection date,Unsure
Patos,26,10,46,18,30,23,28,New confirmed cases by infection date,Unsure
Salto,26,9,45,19,30,24,28,New confirmed cases by infection date,Likely decreasing
Taboão da Serra,26,4,49,16,33,23,29,New confirmed cases by infection date,Likely decreasing
Tucumã,26,0,67,12,33,19,26,New confirmed cases by infection date,Unsure
Alfenas,25,2,68,13,29,17,23,New confirmed cases by infection date,Likely increasing
Catalão,25,12,41,19,29,20,24,New confirmed cases by infection date,Unsure
Catanduva,25,10,41,18,29,22,25,New confirmed cases by infection date,Likely decreasing
Congonhas,25,10,41,18,28,21,24,New confirmed cases by infection date,Increasing
Coroatá,25,0,71,1,26,17,26,New confirmed cases by infection date,Unsure
Ipu,25,8,47,17,28,20,24,New confirmed cases by infection date,Likely increasing
Itanhém,25,0,427474,0,25,0,1,New confirmed cases by infection date,Unsure
Linhares,25,6,47,17,30,21,26,New confirmed cases by infection date,Likely decreasing
Luís Eduardo Magalhães,25,8,45,16,28,21,25,New confirmed cases by infection date,Unsure
Morada Nova,25,9,49,16,29,19,24,New confirmed cases by infection date,Increasing
Piquet Carneiro,25,0,131,4,26,9,17,New confirmed cases by infection date,Increasing
Piripiri,25,9,47,17,29,19,23,New confirmed cases by infection date,Unsure
Serra Talhada,25,0,54,7,29,12,20,New confirmed cases by infection date,Likely decreasing
Sítio Novo,25,0,69,0,25,0,10,New confirmed cases by infection date,Unsure
Balneário Camboriú,24,0,54,8,31,19,28,New confirmed cases by infection date,Likely decreasing
Cassilândia,24,0,1010,0,24,0,4,New confirmed cases by infection date,Unsure
Frutal,24,6,55,14,28,18,23,New confirmed cases by infection date,Likely increasing
Gurupi,24,0,52,14,30,20,26,New confirmed cases by infection date,Likely decreasing
Jales,24,5,47,13,27,19,23,New confirmed cases by infection date,Unsure
Manhuaçu,24,0,186,0,24,0,5,New confirmed cases by infection date,Unsure
Morrinhos,24,9,51,16,27,20,25,New confirmed cases by infection date,Likely increasing
Novo Gama,24,8,43,17,28,20,24,New confirmed cases by infection date,Unsure
São Gonçalo,24,5,52,15,29,18,23,New confirmed cases by infection date,Likely decreasing
São Gotardo,24,6,49,13,28,17,22,New confirmed cases by infection date,Likely increasing
São João da Boa Vista,24,0,61,9,29,14,20,New confirmed cases by infection date,Likely increasing
Taquari,24,0,245,0,24,2,9,New confirmed cases by infection date,Unsure
Venâncio Aires,24,0,59,10,30,16,23,New confirmed cases by infection date,Unsure
Fátima,23,0,243,0,23,2,9,New confirmed cases by infection date,Likely increasing
Guaíra,23,9,40,16,27,20,23,New confirmed cases by infection date,Likely increasing
Lagoa Vermelha,23,7,41,16,29,18,22,New confirmed cases by infection date,Increasing
Petrópolis,23,0,53,12,27,16,22,New confirmed cases by infection date,Unsure
Porteirão,23,3,55,11,27,12,18,New confirmed cases by infection date,Increasing
Resende,23,0,62,10,26,15,20,New confirmed cases by infection date,Unsure
Américo Brasiliense,22,0,7956,0,22,0,1,New confirmed cases by infection date,Unsure
Cantagalo,22,0,53,10,26,15,21,New confirmed cases by infection date,Increasing
Extrema,22,1,54,11,26,14,19,New confirmed cases by infection date,Unsure
Goiatuba,22,3,51,11,25,16,21,New confirmed cases by infection date,Unsure
Inhumas,22,5,37,17,28,17,21,New confirmed cases by infection date,Unsure
Itapetininga,22,6,49,16,25,18,21,New confirmed cases by infection date,Likely increasing
José de Freitas,22,6,40,14,25,17,21,New confirmed cases by infection date,Likely increasing
Juazeiro,22,3,45,8,25,16,22,New confirmed cases by infection date,Decreasing
Lagoa Formosa,22,0,205,3,23,4,11,New confirmed cases by infection date,Increasing
Paragominas,22,0,61,10,25,12,18,New confirmed cases by infection date,Unsure
Pirassununga,22,4,50,13,25,17,21,New confirmed cases by infection date,Unsure
Uruaçu,22,9,35,16,25,17,20,New confirmed cases by infection date,Increasing
Apodi,21,0,63,7,24,11,16,New confirmed cases by infection date,Unsure
Araçatuba,21,2,44,8,24,13,19,New confirmed cases by infection date,Likely decreasing
Boa Viagem,21,0,72,8,24,11,16,New confirmed cases by infection date,Likely increasing
Caicó,21,0,65,7,26,12,18,New confirmed cases by infection date,Unsure
Canaã dos Carajás,21,0,51,10,24,16,21,New confirmed cases by infection date,Unsure
Divinópolis,21,7,36,15,24,18,21,New confirmed cases by infection date,Likely increasing
Estreito,21,0,63,9,28,15,21,New confirmed cases by infection date,Unsure
Guaramirim,21,0,62,9,25,12,17,New confirmed cases by infection date,Unsure
Itabira,21,4,44,14,27,15,20,New confirmed cases by infection date,Unsure
Itapetinga,21,4,35,13,24,17,21,New confirmed cases by infection date,Unsure
Jaraguá,21,2,60,6,23,9,14,New confirmed cases by infection date,Increasing
Mirassol,21,9,38,15,24,17,21,New confirmed cases by infection date,Unsure
Niquelândia,21,0,40,12,25,17,22,New confirmed cases by infection date,Likely increasing
São José do Belmonte,21,7,40,13,24,16,20,New confirmed cases by infection date,Increasing
São Mateus,21,0,54,5,25,13,20,New confirmed cases by infection date,Unsure
Timóteo,21,2,51,12,26,14,19,New confirmed cases by infection date,Unsure
Três Rios,21,0,54,8,24,13,19,New confirmed cases by infection date,Unsure
Alagoa Grande,20,0,58,10,23,13,17,New confirmed cases by infection date,Likely increasing
Apucarana,20,5,56,10,23,14,19,New confirmed cases by infection date,Increasing
Arapongas,20,3,44,11,25,14,19,New confirmed cases by infection date,Likely decreasing
Bagé,20,2,47,7,23,15,20,New confirmed cases by infection date,Unsure
Bandeirantes,20,8,35,14,23,18,21,New confirmed cases by infection date,Likely increasing
Cacoal,20,1,54,9,24,15,20,New confirmed cases by infection date,Unsure
Chapadão do Sul,20,0,49,8,23,11,16,New confirmed cases by infection date,Likely increasing
Corrente,20,6,39,12,23,16,20,New confirmed cases by infection date,Increasing
Guanambi,20,1,44,10,24,15,19,New confirmed cases by infection date,Increasing
Jacareí,20,12,29,16,22,17,19,New confirmed cases by infection date,Decreasing
Lapa,20,0,60,9,24,13,18,New confirmed cases by infection date,Likely increasing
Maricá,20,2,48,8,23,10,16,New confirmed cases by infection date,Unsure
Parnaíba,20,2,37,13,25,16,20,New confirmed cases by infection date,Likely decreasing
Parobé,20,1,42,11,23,14,18,New confirmed cases by infection date,Unsure
Pinhais,20,5,34,15,25,17,20,New confirmed cases by infection date,Unsure
Piraquara,20,7,37,14,25,15,19,New confirmed cases by infection date,Unsure
Ribeirão das Neves,20,0,57,5,23,11,18,New confirmed cases by infection date,Unsure
Santa Cruz do Sul,20,4,41,11,23,17,21,New confirmed cases by infection date,Likely increasing
Suzano,20,11,30,16,23,19,21,New confirmed cases by infection date,Decreasing
São Carlos,20,10,32,15,22,19,22,New confirmed cases by infection date,Likely decreasing
Vargem Grande do Sul,20,11,31,16,23,19,22,New confirmed cases by infection date,Increasing
Atibaia,19,11,30,15,21,16,18,New confirmed cases by infection date,Unsure
Botucatu,19,6,34,13,22,18,21,New confirmed cases by infection date,Unsure
Camaquã,19,2,45,10,22,13,17,New confirmed cases by infection date,Unsure
Caçador,19,0,94,5,22,7,12,New confirmed cases by infection date,Unsure
Dois Vizinhos,19,0,81,0,19,8,14,New confirmed cases by infection date,Unsure
Fernandópolis,19,8,33,14,23,14,18,New confirmed cases by infection date,Unsure
Goiatins,19,0,203,3,21,3,9,New confirmed cases by infection date,Likely increasing
Jaguaquara,19,0,54,7,24,10,17,New confirmed cases by infection date,Unsure
Olímpia,19,11,29,15,22,17,19,New confirmed cases by infection date,Decreasing
Patos de Minas,19,2,48,11,23,15,19,New confirmed cases by infection date,Unsure
Pindamonhangaba,19,3,34,12,24,18,22,New confirmed cases by infection date,Unsure
São Borja,19,9,30,14,21,17,19,New confirmed cases by infection date,Increasing
Afogados da Ingazeira,18,0,79,6,21,8,13,New confirmed cases by infection date,Likely increasing
Bertolínia,18,0,97,0,18,1,6,New confirmed cases by infection date,Likely increasing
Campo Largo,18,8,30,14,22,17,19,New confirmed cases by infection date,Likely decreasing
Carazinho,18,6,33,13,22,15,19,New confirmed cases by infection date,Increasing
Conceição do Coité,18,5,33,12,21,15,18,New confirmed cases by infection date,Likely decreasing
Dracena,18,6,33,13,21,15,18,New confirmed cases by infection date,Likely increasing
Iracema,18,0,55,7,20,11,16,New confirmed cases by infection date,Increasing
Itaboraí,18,4,35,9,20,13,17,New confirmed cases by infection date,Unsure
Itacajá,18,0,45,7,21,12,16,New confirmed cases by infection date,Likely increasing
Laranjal Paulista,18,1,44,6,21,11,17,New confirmed cases by infection date,Likely increasing
Monte Alto,18,2,51,9,20,12,16,New confirmed cases by infection date,Likely increasing
Paranaíba,18,8,29,12,20,16,19,New confirmed cases by infection date,Increasing
Porteirinha,18,3,44,7,20,13,18,New confirmed cases by infection date,Increasing
