region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
São José do Rio Preto,2840 (2526 -- 3194),2840,2849,218,2526,2764,2819,2861,2923,3194,New confirmed cases by infection date,Unsure
Manaus,2720 (2489 -- 2956),2720,2722,152,2489,2664,2708,2732,2773,2956,New confirmed cases by infection date,Unsure
Linhares,2693 (1722 -- 5090),2693,2973,1140,1722,2301,2564,2871,3313,5090,New confirmed cases by infection date,Unsure
Joinville,2570 (2192 -- 3121),2570,2612,285,2192,2482,2546,2612,2714,3121,New confirmed cases by infection date,Unsure
Maringá,2529 (2274 -- 2806),2529,2532,161,2274,2468,2515,2544,2587,2806,New confirmed cases by infection date,Unsure
Macapá,2329 (2106 -- 2603),2329,2336,151,2106,2274,2315,2342,2386,2603,New confirmed cases by infection date,Unsure
Guarapari,2303 (1402 -- 3620),2303,2366,740,1402,1928,2178,2392,2626,3620,New confirmed cases by infection date,Unsure
Santana,2260 (2042 -- 2506),2260,2266,144,2042,2214,2250,2271,2313,2506,New confirmed cases by infection date,Unsure
Santos,2235 (2009 -- 2467),2235,2235,139,2009,2180,2221,2247,2285,2467,New confirmed cases by infection date,Unsure
Rio Branco,2219 (2011 -- 2474),2219,2231,155,2011,2168,2206,2234,2281,2474,New confirmed cases by infection date,Unsure
São Bernardo do Campo,2177 (1956 -- 2384),2177,2174,130,1956,2119,2162,2190,2224,2384,New confirmed cases by infection date,Unsure
Foz do Iguaçu,2109 (1818 -- 2392),2109,2109,179,1818,2042,2094,2125,2177,2392,New confirmed cases by infection date,Unsure
São José,2109 (1825 -- 2393),2109,2112,182,1825,2042,2092,2127,2172,2393,New confirmed cases by infection date,Unsure
Campinas,2038 (1831 -- 2221),2038,2032,125,1831,1983,2025,2047,2078,2221,New confirmed cases by infection date,Unsure
Teófilo Otoni,2012 (1749 -- 2332),2012,2023,186,1749,1944,1996,2030,2087,2332,New confirmed cases by infection date,Unsure
Ribeirão Preto,1961 (1742 -- 2209),1961,1971,148,1742,1910,1949,1979,2024,2209,New confirmed cases by infection date,Unsure
Criciúma,1926 (1704 -- 2275),1926,1952,181,1704,1875,1915,1950,2015,2275,New confirmed cases by infection date,Unsure
Porto Velho,1880 (1717 -- 2077),1880,1886,110,1717,1846,1872,1889,1921,2077,New confirmed cases by infection date,Unsure
Indaiatuba,1874 (1566 -- 2155),1874,1867,184,1566,1802,1853,1887,1927,2155,New confirmed cases by infection date,Unsure
Lages,1827 (1608 -- 2170),1827,1853,184,1608,1775,1813,1850,1907,2170,New confirmed cases by infection date,Unsure
Sorocaba,1809 (1602 -- 2011),1809,1808,130,1602,1756,1796,1819,1853,2011,New confirmed cases by infection date,Unsure
Recife,1780 (1511 -- 2210),1780,1817,211,1511,1710,1759,1815,1903,2210,New confirmed cases by infection date,Unsure
São José dos Campos,1778 (1591 -- 1989),1778,1782,130,1591,1730,1765,1788,1824,1989,New confirmed cases by infection date,Unsure
Balneário Camboriú,1763 (1563 -- 2056),1763,1782,148,1563,1716,1752,1783,1832,2056,New confirmed cases by infection date,Unsure
Curitiba,1748 (1542 -- 1925),1748,1743,115,1542,1698,1736,1757,1788,1925,New confirmed cases by infection date,Unsure
Boa Vista,1709 (1529 -- 1902),1709,1711,117,1529,1666,1700,1719,1749,1902,New confirmed cases by infection date,Unsure
Brusque,1682 (1477 -- 1962),1682,1697,152,1477,1627,1669,1701,1750,1962,New confirmed cases by infection date,Unsure
Aracruz,1662 (1142 -- 2388),1662,1686,420,1142,1462,1604,1698,1801,2388,New confirmed cases by infection date,Unsure
Juiz de Fora,1640 (1419 -- 1856),1640,1644,141,1419,1588,1628,1655,1696,1856,New confirmed cases by infection date,Unsure
Campos dos Goytacazes,1639 (1444 -- 1832),1639,1638,121,1444,1587,1628,1650,1684,1832,New confirmed cases by infection date,Unsure
Canoas,1600 (1393 -- 1822),1600,1604,129,1393,1554,1588,1612,1648,1822,New confirmed cases by infection date,Unsure
Caxias do Sul,1589 (1409 -- 1774),1589,1593,118,1409,1549,1579,1600,1635,1774,New confirmed cases by infection date,Unsure
Teresina,1549 (1444 -- 1652),1549,1547,61,1444,1523,1542,1554,1571,1652,New confirmed cases by infection date,Unsure
Palhoça,1530 (1375 -- 1722),1530,1537,110,1375,1492,1522,1541,1574,1722,New confirmed cases by infection date,Unsure
Bauru,1515 (1303 -- 1728),1515,1511,131,1303,1457,1499,1525,1557,1728,New confirmed cases by infection date,Unsure
Uberlândia,1490 (1328 -- 1682),1490,1494,111,1328,1447,1478,1500,1533,1682,New confirmed cases by infection date,Unsure
Teresópolis,1441 (1265 -- 1651),1441,1449,120,1265,1400,1430,1453,1486,1651,New confirmed cases by infection date,Unsure
Osasco,1399 (1271 -- 1547),1399,1399,83,1271,1362,1389,1407,1429,1547,New confirmed cases by infection date,Unsure
Chapecó,1379 (1232 -- 1545),1379,1386,101,1232,1346,1370,1390,1422,1545,New confirmed cases by infection date,Unsure
Jaraguá do Sul,1360 (1222 -- 1498),1360,1362,96,1222,1326,1351,1369,1392,1498,New confirmed cases by infection date,Unsure
Santa Teresa,1332 (933 -- 1820),1332,1340,294,933,1194,1287,1354,1425,1820,New confirmed cases by infection date,Unsure
Viana,1318 (936 -- 1965),1318,1364,347,936,1182,1283,1350,1467,1965,New confirmed cases by infection date,Unsure
Belém,1300 (1179 -- 1441),1300,1302,81,1179,1268,1290,1310,1330,1441,New confirmed cases by infection date,Unsure
Tubarão,1292 (1161 -- 1481),1292,1302,101,1161,1262,1285,1303,1329,1481,New confirmed cases by infection date,Unsure
Niterói,1289 (1147 -- 1441),1289,1293,92,1147,1257,1282,1297,1326,1441,New confirmed cases by infection date,Unsure
Feira de Santana,1261 (1150 -- 1406),1261,1268,81,1150,1235,1254,1269,1297,1406,New confirmed cases by infection date,Unsure
Araucária,1230 (1110 -- 1374),1230,1235,81,1110,1201,1224,1240,1262,1374,New confirmed cases by infection date,Unsure
Jundiaí,1229 (1084 -- 1378),1229,1229,88,1084,1190,1220,1236,1260,1378,New confirmed cases by infection date,Unsure
São Mateus,1212 (801 -- 1971),1212,1270,396,801,1046,1159,1261,1393,1971,New confirmed cases by infection date,Unsure
Carapicuíba,1197 (1057 -- 1326),1197,1193,86,1057,1159,1187,1204,1225,1326,New confirmed cases by infection date,Unsure
Londrina,1190 (1021 -- 1394),1190,1198,115,1021,1145,1180,1204,1244,1394,New confirmed cases by infection date,Unsure
Novo Hamburgo,1169 (1022 -- 1351),1169,1174,101,1022,1130,1160,1177,1208,1351,New confirmed cases by infection date,Unsure
Ponta Grossa,1159 (1029 -- 1283),1159,1158,79,1029,1125,1150,1166,1187,1283,New confirmed cases by infection date,Unsure
Castelo,1147 (784 -- 1676),1147,1169,275,784,1019,1108,1176,1262,1676,New confirmed cases by infection date,Unsure
Itajaí,1142 (1027 -- 1298),1142,1151,87,1027,1116,1136,1150,1178,1298,New confirmed cases by infection date,Unsure
Ipatinga,1140 (989 -- 1288),1140,1141,95,989,1102,1130,1148,1173,1288,New confirmed cases by infection date,Unsure
São José dos Pinhais,1129 (1015 -- 1240),1129,1127,70,1015,1099,1121,1135,1154,1240,New confirmed cases by infection date,Unsure
Limeira,1109 (975 -- 1244),1109,1108,84,975,1072,1099,1116,1138,1244,New confirmed cases by infection date,Unsure
Natal,1069 (957 -- 1205),1069,1073,79,957,1043,1062,1074,1097,1205,New confirmed cases by infection date,Unsure
Piracicaba,1068 (953 -- 1166),1068,1062,67,953,1035,1059,1073,1088,1166,New confirmed cases by infection date,Unsure
Erechim,1048 (836 -- 1314),1048,1060,150,836,987,1032,1066,1117,1314,New confirmed cases by infection date,Unsure
São Luís,1042 (904 -- 1233),1042,1053,102,904,1001,1032,1057,1095,1233,New confirmed cases by infection date,Unsure
Mauá,1028 (911 -- 1132),1028,1026,71,911,1000,1021,1033,1052,1132,New confirmed cases by infection date,Unsure
Umuarama,1017 (833 -- 1320),1017,1044,161,833,969,1005,1039,1095,1320,New confirmed cases by infection date,Unsure
Aracaju,965 (821 -- 1228),965,990,128,821,931,956,982,1026,1228,New confirmed cases by infection date,Unsure
Barueri,959 (856 -- 1051),959,956,60,856,932,952,963,977,1051,New confirmed cases by infection date,Unsure
Telêmaco Borba,938 (803 -- 1053),938,934,74,803,908,930,942,959,1053,New confirmed cases by infection date,Unsure
Taboão da Serra,937 (824 -- 1032),937,932,63,824,908,928,942,958,1032,New confirmed cases by infection date,Unsure
Marataízes,921 (594 -- 1567),921,989,331,594,783,879,987,1122,1567,New confirmed cases by infection date,Unsure
Paranaguá,899 (799 -- 1011),899,901,71,799,874,893,904,924,1011,New confirmed cases by infection date,Unsure
Alvorada,898 (798 -- 1011),898,899,65,798,872,892,904,922,1011,New confirmed cases by infection date,Unsure
Taubaté,870 (749 -- 1002),870,872,79,749,842,863,877,897,1002,New confirmed cases by infection date,Unsure
Domingos Martins,863 (547 -- 1250),863,869,219,547,736,816,898,957,1250,New confirmed cases by infection date,Unsure
Volta Redonda,860 (764 -- 961),860,861,62,764,835,853,865,880,961,New confirmed cases by infection date,Unsure
Mogi das Cruzes,857 (761 -- 944),857,855,54,761,833,850,862,875,944,New confirmed cases by infection date,Unsure
Santa Maria,839 (718 -- 964),839,838,74,718,808,832,845,863,964,New confirmed cases by infection date,Unsure
Camboriú,831 (747 -- 964),831,840,71,747,809,826,839,859,964,New confirmed cases by infection date,Unsure
Guarapuava,829 (734 -- 953),829,835,68,734,807,824,837,857,953,New confirmed cases by infection date,Unsure
Irati,822 (713 -- 999),822,835,89,713,796,815,832,861,999,New confirmed cases by infection date,Unsure
Diadema,818 (729 -- 892),818,814,50,729,798,811,821,832,892,New confirmed cases by infection date,Unsure
Gravataí,809 (731 -- 909),809,813,57,731,791,805,814,833,909,New confirmed cases by infection date,Unsure
Campo Mourão,799 (702 -- 915),799,803,65,702,776,793,805,824,915,New confirmed cases by infection date,Unsure
Araranguá,793 (672 -- 973),793,805,91,672,759,785,806,842,973,New confirmed cases by infection date,Unsure
Passo Fundo,779 (709 -- 867),779,782,51,709,763,775,784,798,867,New confirmed cases by infection date,Unsure
Casimiro de Abreu,777 (648 -- 879),777,771,73,648,742,769,783,798,879,New confirmed cases by infection date,Unsure
Santa Maria de Jetibá,774 (574 -- 1005),774,777,142,574,705,757,788,829,1005,New confirmed cases by infection date,Unsure
Araraquara,769 (680 -- 858),769,769,55,680,748,763,774,788,858,New confirmed cases by infection date,Unsure
Itumbiara,767 (635 -- 886),767,763,76,635,727,756,773,794,886,New confirmed cases by infection date,Unsure
Itapema,761 (675 -- 881),761,768,68,675,739,756,768,789,881,New confirmed cases by infection date,Unsure
Ibirité,751 (648 -- 911),751,762,82,648,729,746,760,785,911,New confirmed cases by infection date,Unsure
Macaé,748 (655 -- 853),748,749,61,655,725,743,753,770,853,New confirmed cases by infection date,Unsure
Araçatuba,738 (631 -- 820),738,733,58,631,712,731,742,756,820,New confirmed cases by infection date,Unsure
Franca,726 (604 -- 819),726,720,67,604,694,716,732,747,819,New confirmed cases by infection date,Unsure
São Leopoldo,720 (631 -- 826),720,724,62,631,698,715,726,743,826,New confirmed cases by infection date,Unsure
Suzano,718 (624 -- 780),718,711,48,624,694,711,721,729,780,New confirmed cases by infection date,Unsure
Marechal Floriano,710 (499 -- 995),710,717,162,499,638,687,725,766,995,New confirmed cases by infection date,Unsure
Pinhais,700 (634 -- 780),700,702,46,634,684,696,704,719,780,New confirmed cases by infection date,Unsure
Ecoporanga,699 (503 -- 919),699,700,134,503,633,680,712,745,919,New confirmed cases by infection date,Unsure
Campo Largo,690 (616 -- 759),690,689,43,616,672,685,693,705,759,New confirmed cases by infection date,Unsure
São Vicente,688 (612 -- 758),688,687,48,612,669,684,692,703,758,New confirmed cases by infection date,Unsure
Palmas,660 (591 -- 742),660,664,48,591,644,656,666,680,742,New confirmed cases by infection date,Unsure
Afogados da Ingazeira,659 (560 -- 761),659,659,64,560,632,652,663,680,761,New confirmed cases by infection date,Unsure
Montes Claros,659 (579 -- 750),659,661,51,579,640,655,664,679,750,New confirmed cases by infection date,Unsure
Ubá,648 (546 -- 744),648,647,60,546,623,642,653,669,744,New confirmed cases by infection date,Unsure
Presidente Prudente,639 (561 -- 719),639,640,49,561,618,634,644,656,719,New confirmed cases by infection date,Unsure
Anchieta,631 (382 -- 1103),631,669,234,382,526,587,667,757,1103,New confirmed cases by infection date,Unsure
Nova Venécia,625 (413 -- 896),625,632,153,413,549,600,645,693,896,New confirmed cases by infection date,Unsure
São Carlos,619 (548 -- 690),619,618,42,548,603,615,622,634,690,New confirmed cases by infection date,Unsure
Venda Nova do Imigrante,613 (376 -- 1093),613,657,239,376,501,568,660,751,1093,New confirmed cases by infection date,Unsure
Mossoró,610 (538 -- 689),610,612,46,538,593,606,614,628,689,New confirmed cases by infection date,Unsure
Parnamirim,610 (538 -- 705),610,614,52,538,593,605,614,632,705,New confirmed cases by infection date,Unsure
Itapemirim,608 (392 -- 1043),608,654,218,392,519,572,649,737,1043,New confirmed cases by infection date,Unsure
Gaspar,601 (525 -- 705),601,607,56,525,582,596,608,626,705,New confirmed cases by infection date,Unsure
Francisco Beltrão,600 (538 -- 684),600,603,44,538,585,596,603,617,684,New confirmed cases by infection date,Unsure
Barra de São Francisco,598 (382 -- 867),598,602,148,382,510,569,614,666,867,New confirmed cases by infection date,Unsure
Indaial,590 (516 -- 685),590,594,55,516,573,586,595,609,685,New confirmed cases by infection date,Unsure
Juazeiro,581 (526 -- 665),581,587,44,526,569,578,586,600,665,New confirmed cases by infection date,Unsure
Fernandópolis,579 (504 -- 648),579,578,47,504,561,575,583,596,648,New confirmed cases by infection date,Unsure
Nova Lima,579 (507 -- 658),579,581,48,507,563,575,583,596,658,New confirmed cases by infection date,Unsure
Baixo Guandu,578 (413 -- 803),578,588,125,413,523,561,591,633,803,New confirmed cases by infection date,Unsure
Patos,570 (508 -- 641),570,572,41,508,555,566,574,587,641,New confirmed cases by infection date,Unsure
Araras,569 (488 -- 665),569,572,58,488,550,564,574,589,665,New confirmed cases by infection date,Unsure
Governador Valadares,559 (492 -- 624),559,558,41,492,541,555,562,573,624,New confirmed cases by infection date,Unsure
Sousa,559 (489 -- 640),559,561,47,489,543,556,564,577,640,New confirmed cases by infection date,Unsure
Contagem,558 (482 -- 627),558,556,46,482,537,552,563,575,627,New confirmed cases by infection date,Unsure
Lajeado,549 (488 -- 614),549,549,41,488,534,546,553,563,614,New confirmed cases by infection date,Unsure
Timbó,542 (459 -- 661),542,551,65,459,522,537,549,572,661,New confirmed cases by infection date,Unsure
Magé,540 (481 -- 613),540,542,44,481,524,536,544,554,613,New confirmed cases by infection date,Unsure
Goianésia,527 (428 -- 618),527,525,59,428,498,519,532,548,618,New confirmed cases by infection date,Unsure
Capão da Canoa,519 (453 -- 602),519,523,47,453,504,515,524,538,602,New confirmed cases by infection date,Unsure
Afonso Cláudio,515 (344 -- 772),515,529,131,344,450,495,534,582,772,New confirmed cases by infection date,Unsure
Aparecida de Goiânia,510 (455 -- 577),510,512,39,455,497,507,514,524,577,New confirmed cases by infection date,Unsure
Lauro de Freitas,510 (453 -- 574),510,511,39,453,496,506,513,523,574,New confirmed cases by infection date,Unsure
Petrolina,510 (452 -- 585),510,514,40,452,497,507,514,526,585,New confirmed cases by infection date,Unsure
Rio do Sul,510 (453 -- 584),510,513,40,453,497,507,514,526,584,New confirmed cases by infection date,Unsure
Trindade,510 (450 -- 595),510,514,47,450,494,507,514,528,595,New confirmed cases by infection date,Unsure
Vitória da Conquista,510 (459 -- 561),510,509,32,459,497,506,513,520,561,New confirmed cases by infection date,Unsure
Angra dos Reis,509 (448 -- 577),509,511,42,448,493,505,513,524,577,New confirmed cases by infection date,Unsure
Cotia,509 (452 -- 556),509,507,33,452,496,505,511,518,556,New confirmed cases by infection date,Unsure
Toledo,509 (453 -- 569),509,510,36,453,496,506,512,522,569,New confirmed cases by infection date,Unsure
Fazenda Rio Grande,500 (450 -- 557),500,501,34,450,487,496,503,513,557,New confirmed cases by infection date,Unsure
Itu,498 (438 -- 557),498,498,37,438,484,495,501,512,557,New confirmed cases by infection date,Unsure
Santana de Parnaíba,489 (429 -- 543),489,488,36,429,473,484,492,502,543,New confirmed cases by infection date,Unsure
Dourados,488 (433 -- 530),488,486,29,433,475,485,491,498,530,New confirmed cases by infection date,Unsure
Içara,480 (427 -- 552),480,484,39,427,468,476,484,496,552,New confirmed cases by infection date,Unsure
Teixeira de Freitas,480 (412 -- 562),480,483,44,412,464,476,485,499,562,New confirmed cases by infection date,Unsure
Coronel Fabriciano,479 (401 -- 564),479,480,49,401,459,474,483,498,564,New confirmed cases by infection date,Unsure
Biguaçu,470 (419 -- 535),470,473,36,419,458,467,473,483,535,New confirmed cases by infection date,Unsure
Caruaru,469 (422 -- 512),469,469,28,422,458,466,472,479,512,New confirmed cases by infection date,Unsure
Marília,469 (407 -- 527),469,467,38,407,453,464,471,480,527,New confirmed cases by infection date,Unsure
Colombo,468 (411 -- 516),468,466,31,411,453,464,471,478,516,New confirmed cases by infection date,Unsure
Ananindeua,460 (416 -- 513),460,461,30,416,450,457,462,472,513,New confirmed cases by infection date,Unsure
Itabira,460 (392 -- 539),460,461,45,392,442,455,463,474,539,New confirmed cases by infection date,Unsure
Jaú,459 (400 -- 513),459,457,36,400,443,454,462,471,513,New confirmed cases by infection date,Unsure
Nova Iguaçu,459 (406 -- 513),459,460,34,406,447,457,463,472,513,New confirmed cases by infection date,Unsure
Ponte Nova,459 (377 -- 554),459,462,55,377,439,454,464,479,554,New confirmed cases by infection date,Unsure
Goianira,452 (390 -- 548),452,460,52,390,437,448,458,475,548,New confirmed cases by infection date,Unsure
Arapongas,449 (393 -- 506),449,448,36,393,434,445,452,461,506,New confirmed cases by infection date,Unsure
São Gabriel da Palha,443 (275 -- 790),443,475,165,275,367,412,478,547,790,New confirmed cases by infection date,Unsure
Nova Friburgo,439 (389 -- 501),439,441,34,389,426,436,442,452,501,New confirmed cases by infection date,Unsure
Birigui,429 (373 -- 477),429,426,33,373,414,424,431,438,477,New confirmed cases by infection date,Unsure
Cubatão,429 (376 -- 485),429,429,33,376,416,426,432,442,485,New confirmed cases by infection date,Unsure
São Caetano do Sul,429 (379 -- 475),429,428,29,379,417,426,432,439,475,New confirmed cases by infection date,Unsure
Tatuí,429 (383 -- 477),429,429,30,383,418,426,432,440,477,New confirmed cases by infection date,Unsure
Vacaria,422 (381 -- 502),422,430,40,381,412,419,427,441,502,New confirmed cases by infection date,Unsure
Braço do Norte,421 (359 -- 517),421,428,49,359,405,417,427,444,517,New confirmed cases by infection date,Unsure
Orleans,420 (371 -- 494),420,425,38,371,409,418,424,437,494,New confirmed cases by infection date,Unsure
Bento Gonçalves,419 (364 -- 490),419,422,39,364,406,415,423,432,490,New confirmed cases by infection date,Unsure
Duque de Caxias,419 (375 -- 468),419,420,29,375,408,417,422,432,468,New confirmed cases by infection date,Unsure
Medianeira,419 (362 -- 474),419,418,33,362,405,416,421,429,474,New confirmed cases by infection date,Unsure
Sumaré,418 (367 -- 459),418,416,29,367,405,414,420,428,459,New confirmed cases by infection date,Unsure
Pato Branco,411 (352 -- 516),411,420,54,352,396,407,417,434,516,New confirmed cases by infection date,Unsure
Piraquara,410 (364 -- 457),410,410,29,364,399,407,412,421,457,New confirmed cases by infection date,Unsure
Guarujá,409 (352 -- 460),409,408,32,352,396,406,412,420,460,New confirmed cases by infection date,Unsure
Sarandi,409 (361 -- 458),409,409,31,361,397,406,412,421,458,New confirmed cases by infection date,Unsure
Valparaíso de Goiás,409 (365 -- 458),409,409,28,365,397,406,411,419,458,New confirmed cases by infection date,Unsure
Laguna,400 (352 -- 458),400,401,32,352,389,397,403,412,458,New confirmed cases by infection date,Unsure
Cachoeirinha,399 (349 -- 444),399,399,28,349,388,396,402,410,444,New confirmed cases by infection date,Unsure
Campo Bom,399 (344 -- 462),399,400,35,344,386,395,402,411,462,New confirmed cases by infection date,Unsure
Hortolândia,399 (343 -- 446),399,396,31,343,385,395,401,409,446,New confirmed cases by infection date,Unsure
Petrópolis,399 (352 -- 451),399,400,30,352,387,396,402,410,451,New confirmed cases by infection date,Unsure
São João Batista,390 (342 -- 456),390,393,34,342,379,387,394,404,456,New confirmed cases by infection date,Unsure
Caieiras,389 (345 -- 428),389,388,26,345,378,386,391,397,428,New confirmed cases by infection date,Unsure
Colinas do Tocantins,389 (338 -- 439),389,389,33,338,376,386,392,400,439,New confirmed cases by infection date,Unsure
Formosa,389 (325 -- 461),389,391,42,325,373,385,394,406,461,New confirmed cases by infection date,Unsure
Campina Grande,370 (333 -- 427),370,374,29,333,361,368,373,382,427,New confirmed cases by infection date,Unsure
Tijucas,370 (332 -- 417),370,372,27,332,361,368,373,381,417,New confirmed cases by infection date,Unsure
Xanxerê,370 (332 -- 418),370,372,28,332,361,368,372,381,418,New confirmed cases by infection date,Unsure
Itapetininga,369 (323 -- 412),369,369,27,323,358,367,371,377,412,New confirmed cases by infection date,Unsure
Jacareí,369 (325 -- 410),369,368,26,325,359,366,371,377,410,New confirmed cases by infection date,Unsure
Pelotas,360 (321 -- 403),360,360,26,321,351,357,362,369,403,New confirmed cases by infection date,Unsure
Betim,359 (311 -- 411),359,359,28,311,348,357,362,369,411,New confirmed cases by infection date,Unsure
Ilhabela,359 (305 -- 413),359,360,34,305,346,356,363,372,413,New confirmed cases by infection date,Unsure
Jaguaré,354 (232 -- 504),354,356,88,232,304,335,368,391,504,New confirmed cases by infection date,Unsure
Irecê,350 (320 -- 393),350,352,23,320,342,348,352,359,393,New confirmed cases by infection date,Unsure
Itaúna,349 (286 -- 423),349,350,45,286,332,345,352,364,423,New confirmed cases by infection date,Unsure
Praia Grande,349 (298 -- 390),349,347,29,298,334,345,351,358,390,New confirmed cases by infection date,Unsure
Luziânia,348 (295 -- 398),348,347,31,295,334,344,351,359,398,New confirmed cases by infection date,Unsure
Portel,346 (260 -- 390),346,337,41,260,320,338,349,356,390,New confirmed cases by infection date,Unsure
Franco da Rocha,339 (300 -- 376),339,339,23,300,329,336,341,348,376,New confirmed cases by infection date,Unsure
Itanhaém,339 (293 -- 381),339,338,27,293,327,336,341,348,381,New confirmed cases by infection date,Unsure
Mogi Guaçu,339 (293 -- 381),339,338,27,293,328,336,341,348,381,New confirmed cases by infection date,Unsure
Paulínia,339 (300 -- 371),339,338,22,300,329,336,341,346,371,New confirmed cases by infection date,Unsure
Presidente Figueiredo,339 (307 -- 374),339,340,20,307,332,338,341,347,374,New confirmed cases by infection date,Unsure
Santa Bárbara d'Oeste,339 (301 -- 382),339,339,25,301,328,337,341,347,382,New confirmed cases by infection date,Unsure
Apucarana,329 (281 -- 374),329,328,28,281,317,326,331,338,374,New confirmed cases by infection date,Unsure
Concórdia,329 (294 -- 371),329,331,24,294,322,327,331,339,371,New confirmed cases by infection date,Unsure
Sooretama,323 (212 -- 502),323,335,91,212,274,307,340,374,502,New confirmed cases by infection date,Unsure
Balneário Piçarras,320 (285 -- 372),320,323,28,285,311,318,323,330,372,New confirmed cases by infection date,Unsure
Capivari de Baixo,320 (285 -- 364),320,321,25,285,312,318,322,329,364,New confirmed cases by infection date,Unsure
Guabiruba,320 (281 -- 365),320,320,26,281,310,317,322,329,365,New confirmed cases by infection date,Unsure
Maceió,320 (288 -- 356),320,321,21,288,313,318,322,328,356,New confirmed cases by infection date,Unsure
Pomerode,319 (281 -- 370),319,322,29,281,311,317,322,330,370,New confirmed cases by infection date,Unsure
Vinhedo,319 (280 -- 359),319,319,24,280,310,317,321,327,359,New confirmed cases by infection date,Unsure
Anápolis,310 (277 -- 352),310,312,23,277,302,308,312,319,352,New confirmed cases by infection date,Unsure
Barra Mansa,310 (271 -- 351),310,310,24,271,301,308,312,319,351,New confirmed cases by infection date,Unsure
Gurupi,310 (273 -- 361),310,312,27,273,301,308,313,321,361,New confirmed cases by infection date,Unsure
Imbituba,310 (278 -- 354),310,312,25,278,302,308,312,319,354,New confirmed cases by infection date,Unsure
Maracanaú,310 (279 -- 348),310,311,21,279,302,308,312,318,348,New confirmed cases by infection date,Unsure
Navegantes,310 (276 -- 349),310,311,24,276,301,308,312,319,349,New confirmed cases by infection date,Unsure
Sapucaia do Sul,310 (277 -- 343),310,310,20,277,303,308,311,317,343,New confirmed cases by infection date,Unsure
